  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     4.500 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  13.900   1.6446   0.02680   0.02337  -0.0390   0.0012   1.0000
  14.050   1.6466   0.02786   0.02450  -0.0375   0.0011   1.0000
  14.200   1.6488   0.02893   0.02564  -0.0361   0.0011   1.0000
  14.350   1.6506   0.03006   0.02685  -0.0347   0.0011   1.0000
  14.500   1.6502   0.03141   0.02828  -0.0333   0.0010   1.0000
  14.650   1.6519   0.03259   0.02953  -0.0322   0.0010   1.0000
  14.800   1.6506   0.03408   0.03111  -0.0309   0.0010   1.0000
  14.950   1.6478   0.03573   0.03285  -0.0297   0.0009   1.0000
  15.100   1.6462   0.03731   0.03451  -0.0287   0.0010   1.0000
  15.250   1.6428   0.03912   0.03641  -0.0277   0.0009   1.0000
  15.400   1.6380   0.04111   0.03850  -0.0269   0.0009   1.0000
  15.550   1.6335   0.04311   0.04059  -0.0262   0.0009   1.0000
  15.700   1.6273   0.04536   0.04293  -0.0257   0.0009   1.0000
  15.850   1.6197   0.04785   0.04552  -0.0253   0.0009   1.0000
  16.000   1.6119   0.05043   0.04818  -0.0251   0.0008   1.0000
  16.150   1.6026   0.05328   0.05113  -0.0252   0.0008   1.0000
  16.300   1.5930   0.05630   0.05424  -0.0255   0.0008   1.0000
  16.450   1.5821   0.05961   0.05764  -0.0260   0.0008   1.0000
  16.600   1.5726   0.06288   0.06099  -0.0268   0.0008   1.0000
  16.750   1.5596   0.06676   0.06496  -0.0280   0.0008   1.0000
  16.900   1.5456   0.07099   0.06928  -0.0296   0.0008   1.0000
  17.050   1.5325   0.07530   0.07368  -0.0314   0.0008   1.0000
  17.200   1.5193   0.07982   0.07828  -0.0335   0.0008   1.0000
