  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     4.000 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   7.450   1.1656   0.01095   0.00580  -0.0798   0.0072   0.8291
   7.600   1.1812   0.01111   0.00598  -0.0796   0.0070   0.8347
   7.750   1.1967   0.01129   0.00618  -0.0792   0.0069   0.8396
   7.900   1.2120   0.01146   0.00639  -0.0789   0.0068   0.8452
   8.050   1.2274   0.01163   0.00658  -0.0786   0.0065   0.8510
   8.200   1.2428   0.01179   0.00676  -0.0782   0.0063   0.8562
   8.350   1.2580   0.01198   0.00697  -0.0778   0.0061   0.8623
   8.500   1.2730   0.01217   0.00718  -0.0774   0.0060   0.8682
   8.650   1.2878   0.01236   0.00740  -0.0770   0.0058   0.8753
   8.800   1.3024   0.01258   0.00765  -0.0765   0.0056   0.8824
   8.950   1.3165   0.01283   0.00794  -0.0759   0.0054   0.8906
   9.100   1.3300   0.01313   0.00829  -0.0752   0.0052   0.8988
   9.250   1.3435   0.01340   0.00862  -0.0745   0.0050   0.9078
   9.400   1.3578   0.01360   0.00885  -0.0739   0.0050   0.9151
   9.550   1.3719   0.01380   0.00909  -0.0733   0.0049   0.9229
   9.700   1.3856   0.01402   0.00935  -0.0727   0.0049   0.9302
   9.850   1.3991   0.01423   0.00960  -0.0719   0.0048   0.9388
  10.000   1.4118   0.01442   0.00983  -0.0710   0.0046   0.9503
  10.300   1.4376   0.01481   0.01031  -0.0694   0.0042   1.0000
  10.450   1.4513   0.01507   0.01057  -0.0687   0.0039   1.0000
  10.600   1.4645   0.01536   0.01086  -0.0680   0.0036   1.0000
  10.750   1.4772   0.01568   0.01120  -0.0672   0.0033   1.0000
  10.900   1.4893   0.01604   0.01160  -0.0663   0.0031   1.0000
  11.050   1.5014   0.01639   0.01198  -0.0654   0.0030   1.0000
  11.200   1.5132   0.01675   0.01237  -0.0645   0.0029   1.0000
  11.350   1.5241   0.01713   0.01278  -0.0634   0.0027   1.0000
  11.500   1.5335   0.01751   0.01320  -0.0620   0.0026   1.0000
  11.650   1.5420   0.01791   0.01364  -0.0605   0.0025   1.0000
  11.800   1.5500   0.01833   0.01411  -0.0589   0.0024   1.0000
  11.950   1.5578   0.01878   0.01459  -0.0573   0.0023   1.0000
  12.100   1.5650   0.01928   0.01513  -0.0557   0.0021   1.0000
  12.250   1.5722   0.01979   0.01569  -0.0541   0.0020   1.0000
  12.400   1.5788   0.02037   0.01633  -0.0525   0.0019   1.0000
  12.550   1.5849   0.02099   0.01701  -0.0509   0.0018   1.0000
  12.700   1.5915   0.02159   0.01766  -0.0494   0.0017   1.0000
  12.850   1.5979   0.02221   0.01835  -0.0479   0.0017   1.0000
  13.000   1.6038   0.02288   0.01908  -0.0464   0.0017   1.0000
  13.150   1.6095   0.02358   0.01984  -0.0449   0.0016   1.0000
  13.300   1.6144   0.02436   0.02069  -0.0434   0.0016   1.0000
  13.450   1.6195   0.02513   0.02152  -0.0420   0.0016   1.0000
  13.600   1.6237   0.02599   0.02245  -0.0405   0.0015   1.0000
  13.750   1.6271   0.02694   0.02347  -0.0391   0.0015   1.0000
  13.900   1.6302   0.02792   0.02453  -0.0377   0.0015   1.0000
  14.050   1.6329   0.02895   0.02563  -0.0363   0.0014   1.0000
  14.200   1.6349   0.03007   0.02683  -0.0350   0.0014   1.0000
  14.350   1.6360   0.03128   0.02813  -0.0337   0.0014   1.0000
  14.500   1.6364   0.03259   0.02952  -0.0324   0.0013   1.0000
  14.650   1.6362   0.03398   0.03099  -0.0312   0.0013   1.0000
  14.800   1.6351   0.03547   0.03257  -0.0301   0.0013   1.0000
  14.950   1.6331   0.03709   0.03428  -0.0290   0.0012   1.0000
  15.100   1.6302   0.03884   0.03612  -0.0280   0.0012   1.0000
  15.250   1.6265   0.04072   0.03809  -0.0272   0.0012   1.0000
  15.400   1.6217   0.04275   0.04021  -0.0265   0.0012   1.0000
  15.550   1.6167   0.04486   0.04242  -0.0259   0.0012   1.0000
  15.700   1.6108   0.04716   0.04480  -0.0255   0.0012   1.0000
  15.850   1.6021   0.04982   0.04756  -0.0253   0.0012   1.0000
  16.000   1.5953   0.05235   0.05018  -0.0252   0.0011   1.0000
  16.150   1.5865   0.05523   0.05314  -0.0254   0.0011   1.0000
  16.300   1.5760   0.05845   0.05646  -0.0259   0.0011   1.0000
  16.450   1.5659   0.06175   0.05984  -0.0266   0.0011   1.0000
  16.600   1.5553   0.06525   0.06343  -0.0276   0.0011   1.0000
  16.750   1.5430   0.06915   0.06742  -0.0289   0.0011   1.0000
  16.900   1.5298   0.07339   0.07174  -0.0306   0.0011   1.0000
  17.050   1.5159   0.07795   0.07639  -0.0327   0.0011   1.0000
  17.200   1.5028   0.08257   0.08109  -0.0350   0.0011   1.0000
  17.350   1.4897   0.08743   0.08603  -0.0377   0.0011   1.0000
  17.500   1.4750   0.09286   0.09154  -0.0409   0.0011   1.0000
  17.650   1.4584   0.09894   0.09770  -0.0447   0.0011   1.0000
  17.800   1.4431   0.10507   0.10389  -0.0487   0.0011   1.0000
  17.950   1.4257   0.11190   0.11079  -0.0532   0.0011   1.0000
  18.100   1.4068   0.11942   0.11838  -0.0583   0.0012   1.0000
  18.250   1.3833   0.12841   0.12744  -0.0644   0.0012   1.0000
  18.400   1.3465   0.14102   0.14014  -0.0727   0.0013   1.0000
  19.000   1.0635   0.24604   0.24534  -0.1354   0.0013   1.0000
  19.150   1.0670   0.24888   0.24818  -0.1371   0.0012   1.0000
  19.300   1.0707   0.25162   0.25093  -0.1388   0.0012   1.0000
  19.450   1.0737   0.25482   0.25412  -0.1407   0.0011   1.0000
  19.600   1.0779   0.25723   0.25653  -0.1422   0.0011   1.0000
  19.750   1.0815   0.26002   0.25932  -0.1439   0.0010   1.0000
  19.900   1.0854   0.26264   0.26195  -0.1456   0.0010   1.0000
  20.050   1.0894   0.26525   0.26456  -0.1472   0.0009   1.0000
  20.200   1.0931   0.26814   0.26744  -0.1489   0.0009   1.0000
  20.350   1.0953   0.27243   0.27173  -0.1510   0.0007   1.0000
  20.500   1.0992   0.27524   0.27454  -0.1527   0.0007   1.0000
