  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     3.200 e 6     Ncrit =   7.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  13.450   1.5921   0.02722   0.02366  -0.0394   0.0019   1.0000
  13.600   1.5939   0.02836   0.02489  -0.0378   0.0018   1.0000
  13.750   1.5931   0.02976   0.02640  -0.0362   0.0017   1.0000
  13.900   1.5927   0.03113   0.02788  -0.0347   0.0017   1.0000
  14.050   1.5948   0.03227   0.02909  -0.0335   0.0017   1.0000
  14.200   1.5949   0.03362   0.03054  -0.0323   0.0017   1.0000
  14.350   1.5939   0.03512   0.03213  -0.0311   0.0017   1.0000
  14.500   1.5929   0.03663   0.03373  -0.0300   0.0016   1.0000
  14.650   1.5891   0.03845   0.03566  -0.0289   0.0016   1.0000
  14.800   1.5860   0.04026   0.03756  -0.0280   0.0016   1.0000
  14.950   1.5821   0.04219   0.03959  -0.0273   0.0016   1.0000
  15.100   1.5756   0.04444   0.04196  -0.0266   0.0016   1.0000
  15.250   1.5686   0.04683   0.04444  -0.0261   0.0016   1.0000
  15.400   1.5613   0.04933   0.04704  -0.0258   0.0016   1.0000
  15.550   1.5529   0.05204   0.04985  -0.0257   0.0016   1.0000
  15.700   1.5443   0.05485   0.05276  -0.0259   0.0016   1.0000
  15.850   1.5320   0.05828   0.05630  -0.0263   0.0016   1.0000
  16.000   1.5235   0.06136   0.05946  -0.0270   0.0015   1.0000
  16.150   1.5122   0.06493   0.06312  -0.0279   0.0015   1.0000
  16.300   1.4988   0.06899   0.06728  -0.0293   0.0015   1.0000
  16.450   1.4869   0.07302   0.07140  -0.0309   0.0015   1.0000
  16.600   1.4732   0.07756   0.07603  -0.0330   0.0015   1.0000
  16.750   1.4597   0.08226   0.08081  -0.0354   0.0015   1.0000
  16.900   1.4453   0.08739   0.08602  -0.0382   0.0015   1.0000
  17.050   1.4288   0.09324   0.09196  -0.0417   0.0015   1.0000
  17.200   1.4141   0.09907   0.09786  -0.0454   0.0016   1.0000
  17.350   1.3984   0.10545   0.10431  -0.0496   0.0016   1.0000
  17.500   1.3797   0.11284   0.11176  -0.0546   0.0016   1.0000
  17.650   1.3575   0.12152   0.12051  -0.0605   0.0016   1.0000
  17.800   1.3261   0.13305   0.13212  -0.0681   0.0016   1.0000
  18.100   1.0479   0.22559   0.22483  -0.1234   0.0021   1.0000
  18.250   1.0498   0.22918   0.22841  -0.1255   0.0019   1.0000
  18.400   1.0405   0.23931   0.23852  -0.1301   0.0016   1.0000
  18.550   1.0436   0.24255   0.24176  -0.1319   0.0016   1.0000
  18.700   1.0470   0.24558   0.24478  -0.1336   0.0015   1.0000
  18.850   1.0497   0.24924   0.24844  -0.1355   0.0014   1.0000
  19.000   1.0529   0.25258   0.25178  -0.1373   0.0012   1.0000
  19.150   1.0568   0.25544   0.25464  -0.1390   0.0011   1.0000
  19.300   1.0611   0.25791   0.25711  -0.1406   0.0011   1.0000
  19.450   1.0652   0.26056   0.25977  -0.1422   0.0010   1.0000
  19.600   1.0698   0.26273   0.26194  -0.1436   0.0010   1.0000
  19.750   1.0741   0.26522   0.26443  -0.1452   0.0009   1.0000
  19.900   1.0786   0.26755   0.26676  -0.1467   0.0009   1.0000
  20.050   1.0830   0.26999   0.26919  -0.1483   0.0009   1.0000
  20.200   1.0872   0.27264   0.27185  -0.1499   0.0009   1.0000
  20.350   1.0915   0.27519   0.27440  -0.1515   0.0008   1.0000
  20.500   1.0958   0.27764   0.27684  -0.1530   0.0008   1.0000
  20.650   1.0998   0.28072   0.27993  -0.1548   0.0008   1.0000
  20.800   1.1034   0.28419   0.28339  -0.1566   0.0008   1.0000
  20.950   1.1080   0.28659   0.28579  -0.1581   0.0008   1.0000
  21.100   1.1126   0.28896   0.28816  -0.1596   0.0008   1.0000
  21.250   1.1171   0.29138   0.29058  -0.1612   0.0008   1.0000
  21.400   1.1217   0.29370   0.29290  -0.1627   0.0008   1.0000
  21.550   1.1262   0.29617   0.29537  -0.1642   0.0008   1.0000
  21.700   1.1310   0.29838   0.29758  -0.1657   0.0008   1.0000
  21.850   1.1351   0.30127   0.30047  -0.1674   0.0008   1.0000
  22.000   1.1399   0.30361   0.30281  -0.1689   0.0007   1.0000
  22.150   1.1447   0.30587   0.30507  -0.1704   0.0007   1.0000
  22.300   1.1493   0.30809   0.30729  -0.1718   0.0007   1.0000
  22.450   1.1542   0.31035   0.30955  -0.1733   0.0007   1.0000
  22.600   1.1589   0.31292   0.31211  -0.1748   0.0006   1.0000
  22.750   1.1638   0.31582   0.31502  -0.1764   0.0005   1.0000
  22.900   1.1685   0.31814   0.31733  -0.1779   0.0005   1.0000
  23.050   1.1732   0.32037   0.31957  -0.1794   0.0004   1.0000
