  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     3.600 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   7.450   1.1621   0.01123   0.00604  -0.0792   0.0073   0.8380
   7.600   1.1776   0.01140   0.00623  -0.0789   0.0072   0.8431
   7.750   1.1929   0.01158   0.00644  -0.0786   0.0070   0.8489
   7.900   1.2081   0.01177   0.00667  -0.0782   0.0069   0.8541
   8.050   1.2233   0.01195   0.00687  -0.0778   0.0067   0.8601
   8.200   1.2385   0.01212   0.00707  -0.0775   0.0065   0.8661
   8.350   1.2535   0.01231   0.00728  -0.0770   0.0063   0.8723
   8.500   1.2685   0.01249   0.00749  -0.0766   0.0062   0.8796
   8.650   1.2832   0.01268   0.00771  -0.0762   0.0060   0.8870
   8.800   1.2977   0.01289   0.00795  -0.0756   0.0058   0.8952
   8.950   1.3118   0.01311   0.00821  -0.0751   0.0056   0.9036
   9.100   1.3256   0.01337   0.00850  -0.0744   0.0054   0.9115
   9.250   1.3385   0.01368   0.00886  -0.0736   0.0052   0.9196
   9.400   1.3514   0.01400   0.00923  -0.0728   0.0050   0.9270
   9.550   1.3650   0.01419   0.00947  -0.0721   0.0050   0.9354
   9.700   1.3779   0.01440   0.00972  -0.0713   0.0049   0.9449
   9.850   1.3890   0.01458   0.00997  -0.0700   0.0049   0.9644
  10.150   1.4172   0.01502   0.01047  -0.0689   0.0046   1.0000
  10.300   1.4308   0.01528   0.01075  -0.0683   0.0044   1.0000
  10.450   1.4445   0.01553   0.01101  -0.0676   0.0041   1.0000
  10.600   1.4577   0.01581   0.01130  -0.0669   0.0038   1.0000
  10.750   1.4705   0.01611   0.01161  -0.0662   0.0036   1.0000
  10.900   1.4827   0.01646   0.01198  -0.0653   0.0033   1.0000
  11.050   1.4942   0.01684   0.01239  -0.0643   0.0031   1.0000
  11.200   1.5053   0.01721   0.01280  -0.0633   0.0030   1.0000
  11.350   1.5150   0.01759   0.01322  -0.0619   0.0029   1.0000
  11.500   1.5238   0.01797   0.01364  -0.0605   0.0028   1.0000
  11.650   1.5322   0.01838   0.01410  -0.0589   0.0026   1.0000
  11.800   1.5403   0.01882   0.01458  -0.0574   0.0025   1.0000
  11.950   1.5482   0.01927   0.01507  -0.0559   0.0024   1.0000
  12.100   1.5557   0.01977   0.01561  -0.0544   0.0023   1.0000
  12.250   1.5629   0.02030   0.01619  -0.0528   0.0022   1.0000
  12.400   1.5694   0.02089   0.01683  -0.0513   0.0021   1.0000
  12.550   1.5757   0.02153   0.01753  -0.0497   0.0020   1.0000
  12.700   1.5815   0.02220   0.01826  -0.0481   0.0018   1.0000
  12.850   1.5868   0.02295   0.01908  -0.0466   0.0017   1.0000
  13.000   1.5922   0.02368   0.01988  -0.0451   0.0017   1.0000
  13.150   1.5976   0.02442   0.02068  -0.0436   0.0017   1.0000
  13.300   1.6021   0.02526   0.02159  -0.0422   0.0017   1.0000
  13.450   1.6070   0.02606   0.02246  -0.0408   0.0016   1.0000
  13.600   1.6108   0.02698   0.02346  -0.0393   0.0016   1.0000
  13.750   1.6137   0.02799   0.02454  -0.0379   0.0016   1.0000
  13.900   1.6162   0.02904   0.02568  -0.0365   0.0016   1.0000
  14.050   1.6187   0.03012   0.02684  -0.0352   0.0015   1.0000
  14.200   1.6200   0.03133   0.02812  -0.0339   0.0015   1.0000
  14.350   1.6204   0.03263   0.02951  -0.0327   0.0015   1.0000
  14.500   1.6203   0.03401   0.03098  -0.0315   0.0014   1.0000
  14.650   1.6190   0.03553   0.03260  -0.0303   0.0014   1.0000
  14.800   1.6173   0.03713   0.03429  -0.0292   0.0014   1.0000
  14.950   1.6147   0.03885   0.03610  -0.0283   0.0013   1.0000
  15.100   1.6108   0.04076   0.03810  -0.0274   0.0013   1.0000
  15.250   1.6060   0.04279   0.04023  -0.0267   0.0013   1.0000
  15.400   1.6004   0.04497   0.04251  -0.0261   0.0013   1.0000
  15.550   1.5943   0.04728   0.04491  -0.0257   0.0013   1.0000
  15.700   1.5875   0.04974   0.04746  -0.0254   0.0013   1.0000
  15.850   1.5777   0.05262   0.05044  -0.0254   0.0013   1.0000
  16.000   1.5704   0.05532   0.05323  -0.0256   0.0013   1.0000
  16.150   1.5609   0.05841   0.05641  -0.0260   0.0012   1.0000
  16.300   1.5495   0.06190   0.06000  -0.0268   0.0012   1.0000
  16.450   1.5388   0.06539   0.06358  -0.0278   0.0012   1.0000
  16.600   1.5270   0.06925   0.06753  -0.0291   0.0012   1.0000
  16.750   1.5145   0.07338   0.07174  -0.0308   0.0012   1.0000
  16.900   1.5011   0.07787   0.07632  -0.0328   0.0012   1.0000
  17.050   1.4862   0.08281   0.08134  -0.0353   0.0012   1.0000
  17.200   1.4726   0.08779   0.08640  -0.0381   0.0012   1.0000
  17.350   1.4587   0.09309   0.09177  -0.0412   0.0012   1.0000
  17.500   1.4429   0.09907   0.09783  -0.0450   0.0012   1.0000
  17.650   1.4254   0.10572   0.10456  -0.0493   0.0013   1.0000
  17.800   1.4085   0.11255   0.11146  -0.0539   0.0013   1.0000
  17.950   1.3884   0.12048   0.11945  -0.0593   0.0013   1.0000
  18.100   1.3646   0.12968   0.12873  -0.0655   0.0013   1.0000
  18.700   1.0545   0.24119   0.24046  -0.1322   0.0015   1.0000
  18.850   1.0568   0.24479   0.24406  -0.1342   0.0014   1.0000
  19.000   1.0597   0.24809   0.24736  -0.1360   0.0013   1.0000
  19.150   1.0631   0.25109   0.25035  -0.1378   0.0012   1.0000
  19.300   1.0667   0.25394   0.25321  -0.1395   0.0011   1.0000
  19.450   1.0699   0.25715   0.25641  -0.1413   0.0011   1.0000
  19.600   1.0744   0.25937   0.25863  -0.1428   0.0010   1.0000
  19.750   1.0784   0.26193   0.26120  -0.1444   0.0010   1.0000
  19.900   1.0827   0.26430   0.26356  -0.1459   0.0009   1.0000
  20.050   1.0871   0.26666   0.26592  -0.1475   0.0009   1.0000
  20.200   1.0912   0.26922   0.26848  -0.1491   0.0009   1.0000
  20.350   1.0938   0.27323   0.27249  -0.1511   0.0007   1.0000
  20.500   1.0978   0.27600   0.27526  -0.1528   0.0007   1.0000
  20.650   1.1021   0.27881   0.27807  -0.1544   0.0007   1.0000
  20.800   1.1059   0.28197   0.28122  -0.1562   0.0007   1.0000
  20.950   1.1099   0.28521   0.28446  -0.1579   0.0006   1.0000
  21.100   1.1142   0.28811   0.28736  -0.1595   0.0006   1.0000
  21.250   1.1184   0.29107   0.29032  -0.1612   0.0006   1.0000
  21.400   1.1229   0.29375   0.29300  -0.1628   0.0006   1.0000
  21.550   1.1274   0.29635   0.29559  -0.1643   0.0005   1.0000
  21.700   1.1320   0.29894   0.29818  -0.1659   0.0005   1.0000
  21.850   1.1366   0.30129   0.30054  -0.1674   0.0005   1.0000
  22.000   1.1411   0.30378   0.30303  -0.1689   0.0005   1.0000
  22.150   1.1458   0.30619   0.30544  -0.1705   0.0005   1.0000
  22.300   1.1504   0.30850   0.30775  -0.1720   0.0005   1.0000
  22.450   1.1551   0.31072   0.30997  -0.1735   0.0004   1.0000
  22.600   1.1597   0.31289   0.31213  -0.1750   0.0004   1.0000
  22.750   1.1644   0.31507   0.31431  -0.1765   0.0004   1.0000
  22.900   1.1691   0.31720   0.31645  -0.1780   0.0004   1.0000
  23.050   1.1737   0.31911   0.31835  -0.1794   0.0003   1.0000
