  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     2.200 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   7.600   1.1551   0.01310   0.00777  -0.0748   0.0076   0.8896
   7.900   1.1832   0.01354   0.00830  -0.0736   0.0075   0.9057
   8.050   1.1971   0.01377   0.00858  -0.0730   0.0074   0.9135
   8.200   1.2108   0.01399   0.00885  -0.0724   0.0073   0.9218
   8.350   1.2239   0.01424   0.00914  -0.0716   0.0072   0.9297
   8.500   1.2368   0.01449   0.00944  -0.0708   0.0071   0.9387
   8.650   1.2494   0.01466   0.00965  -0.0699   0.0069   0.9499
   8.800   1.2617   0.01486   0.00993  -0.0690   0.0067   0.9761
   8.950   1.2760   0.01509   0.01018  -0.0685   0.0065   1.0000
   9.100   1.2898   0.01537   0.01048  -0.0679   0.0063   1.0000
   9.250   1.3036   0.01564   0.01078  -0.0674   0.0062   1.0000
   9.400   1.3175   0.01590   0.01106  -0.0668   0.0060   1.0000
   9.550   1.3312   0.01616   0.01134  -0.0662   0.0058   1.0000
   9.700   1.3446   0.01645   0.01165  -0.0656   0.0056   1.0000
   9.850   1.3574   0.01678   0.01201  -0.0649   0.0054   1.0000
  10.000   1.3689   0.01723   0.01249  -0.0640   0.0052   1.0000
  10.150   1.3795   0.01772   0.01304  -0.0629   0.0050   1.0000
  10.300   1.3917   0.01805   0.01341  -0.0621   0.0049   1.0000
  10.450   1.4027   0.01840   0.01380  -0.0610   0.0049   1.0000
  10.600   1.4129   0.01876   0.01420  -0.0598   0.0048   1.0000
  10.750   1.4229   0.01911   0.01459  -0.0586   0.0046   1.0000
  10.900   1.4323   0.01950   0.01502  -0.0573   0.0044   1.0000
  11.050   1.4423   0.01984   0.01539  -0.0561   0.0042   1.0000
  11.200   1.4514   0.02025   0.01585  -0.0549   0.0041   1.0000
  11.350   1.4623   0.02053   0.01614  -0.0539   0.0038   1.0000
  11.500   1.4723   0.02088   0.01650  -0.0528   0.0036   1.0000
  11.650   1.4810   0.02135   0.01701  -0.0515   0.0034   1.0000
  11.800   1.4886   0.02191   0.01762  -0.0502   0.0032   1.0000
  11.950   1.4951   0.02258   0.01837  -0.0487   0.0031   1.0000
  12.100   1.5019   0.02322   0.01907  -0.0473   0.0030   1.0000
  12.250   1.5079   0.02395   0.01987  -0.0459   0.0030   1.0000
  12.400   1.5140   0.02466   0.02066  -0.0445   0.0029   1.0000
  12.550   1.5193   0.02547   0.02154  -0.0431   0.0028   1.0000
  12.700   1.5248   0.02625   0.02240  -0.0418   0.0027   1.0000
  12.850   1.5293   0.02714   0.02336  -0.0404   0.0026   1.0000
  13.000   1.5333   0.02809   0.02440  -0.0391   0.0025   1.0000
  13.150   1.5375   0.02903   0.02541  -0.0378   0.0024   1.0000
  13.300   1.5393   0.03021   0.02669  -0.0364   0.0024   1.0000
  13.450   1.5428   0.03125   0.02780  -0.0353   0.0023   1.0000
  13.600   1.5445   0.03247   0.02911  -0.0340   0.0023   1.0000
  13.750   1.5456   0.03377   0.03049  -0.0329   0.0022   1.0000
  13.900   1.5455   0.03520   0.03202  -0.0317   0.0021   1.0000
  14.050   1.5454   0.03667   0.03358  -0.0307   0.0021   1.0000
  14.200   1.5432   0.03836   0.03537  -0.0296   0.0020   1.0000
  14.350   1.5398   0.04022   0.03734  -0.0287   0.0020   1.0000
  14.500   1.5351   0.04228   0.03950  -0.0279   0.0019   1.0000
  14.650   1.5296   0.04444   0.04177  -0.0272   0.0019   1.0000
  14.800   1.5227   0.04684   0.04429  -0.0266   0.0019   1.0000
  14.950   1.5132   0.04962   0.04719  -0.0263   0.0018   1.0000
  15.100   1.5047   0.05234   0.05002  -0.0262   0.0018   1.0000
  15.250   1.4933   0.05553   0.05332  -0.0264   0.0018   1.0000
  15.400   1.4810   0.05898   0.05689  -0.0269   0.0018   1.0000
