alpha,cl,cd,cm,ld,re,ncrit,cl_corrected,cd_original,cd_corrected,ld_corrected,mach_corrected
-1.250000,0.218600,0.005190,-0.084000,42.119461,5600000.000000,6.000000,0.323815,0.005190,0.005190,62.392069,0.750000
-1.100000,0.236000,0.005160,-0.084200,45.736434,5600000.000000,6.000000,0.349590,0.005160,0.005160,67.749936,0.750000
-0.950000,0.253500,0.005100,-0.084300,49.705882,5600000.000000,6.000000,0.375513,0.005100,0.005100,73.629928,0.750000
-0.650000,0.288300,0.004900,-0.084700,58.836735,5600000.000000,6.000000,0.427062,0.004900,0.004900,87.155571,0.750000
-0.500000,0.305700,0.004810,-0.084900,63.555094,5600000.000000,6.000000,0.452837,0.004810,0.004810,94.144933,0.750000
-0.350000,0.323300,0.004630,-0.085200,69.827214,5600000.000000,6.000000,0.478908,0.004630,0.004630,103.435901,0.750000
-0.200000,0.340900,0.004460,-0.085500,76.434978,5600000.000000,6.000000,0.504979,0.004460,0.004460,113.224062,0.750000
-0.050000,0.358100,0.004320,-0.085800,82.893519,5600000.000000,6.000000,0.530458,0.004320,0.004320,122.791177,0.750000
0.100000,0.375100,0.004140,-0.086100,90.603865,5600000.000000,6.000000,0.555640,0.004140,0.004140,134.212607,0.750000
0.250000,0.392100,0.004050,-0.086200,96.814815,5600000.000000,6.000000,0.580822,0.004050,0.004050,143.412962,0.750000
0.400000,0.409100,0.004030,-0.086400,101.513648,5600000.000000,6.000000,0.606005,0.004030,0.004030,150.373401,0.750000
0.550000,0.425700,0.004090,-0.086400,104.083130,5600000.000000,6.000000,0.630595,0.004090,0.004090,154.179605,0.750000
0.700000,0.441900,0.004200,-0.086300,105.214286,5600000.000000,6.000000,0.654592,0.004200,0.004200,155.855201,0.750000
0.850000,0.457000,0.004450,-0.086100,102.696629,5600000.000000,6.000000,0.676960,0.004450,0.004450,152.125766,0.750000
1.000000,0.471500,0.004780,-0.085700,98.640167,5600000.000000,6.000000,0.698439,0.004780,0.004780,146.116879,0.750000
1.150000,0.485900,0.005110,-0.085400,95.088063,5600000.000000,6.000000,0.719770,0.005110,0.005110,140.855103,0.750000
1.300000,0.501000,0.005390,-0.085200,92.949907,5600000.000000,6.000000,0.742137,0.005390,0.005390,137.687828,0.750000
1.450000,0.516800,0.005590,-0.085000,92.450805,5600000.000000,6.000000,0.765542,0.005590,0.005590,136.948502,0.750000
1.600000,0.531600,0.005910,-0.084700,89.949239,5600000.000000,6.000000,0.787466,0.005910,0.005910,133.242901,0.750000
1.900000,0.563000,0.006340,-0.084400,88.801262,5600000.000000,6.000000,0.833979,0.006340,0.006340,131.542389,0.750000
2.050000,0.579400,0.006480,-0.084400,89.413580,5600000.000000,6.000000,0.858272,0.006480,0.006480,132.449424,0.750000
2.200000,0.595600,0.006640,-0.084300,89.698795,5600000.000000,6.000000,0.882270,0.006640,0.006640,132.871916,0.750000
2.350000,0.612100,0.006770,-0.084200,90.413589,5600000.000000,6.000000,0.906711,0.006770,0.006770,133.930749,0.750000
2.500000,0.629000,0.006840,-0.084300,91.959064,5600000.000000,6.000000,0.931745,0.006840,0.006840,136.220080,0.750000
2.650000,0.646000,0.006910,-0.084300,93.487699,5600000.000000,6.000000,0.956928,0.006910,0.006910,138.484465,0.750000
2.800000,0.663000,0.006980,-0.084300,94.985673,5600000.000000,6.000000,0.982110,0.006980,0.006980,140.703433,0.750000
2.950000,0.680100,0.007040,-0.084400,96.605114,5600000.000000,6.000000,1.007440,0.007040,0.007040,143.102330,0.750000
3.100000,0.697100,0.007090,-0.084400,98.321580,5600000.000000,6.000000,1.032623,0.007090,0.007090,145.644952,0.750000
3.250000,0.714200,0.007160,-0.084400,99.748603,5600000.000000,6.000000,1.057953,0.007160,0.007160,147.758819,0.750000
3.400000,0.731100,0.007230,-0.084500,101.120332,5600000.000000,6.000000,1.082987,0.007230,0.007230,149.790777,0.750000
3.550000,0.747800,0.007330,-0.084400,102.019100,5600000.000000,6.000000,1.107725,0.007330,0.007330,151.122133,0.750000
3.700000,0.764600,0.007410,-0.084400,103.184885,5600000.000000,6.000000,1.132611,0.007410,0.007410,152.849025,0.750000
3.850000,0.781500,0.007490,-0.084400,104.339119,5600000.000000,6.000000,1.157645,0.007490,0.007490,154.558805,0.750000
4.000000,0.798200,0.007580,-0.084400,105.303430,5600000.000000,6.000000,1.182383,0.007580,0.007580,155.987251,0.750000
4.150000,0.814800,0.007680,-0.084300,106.093750,5600000.000000,6.000000,1.206973,0.007680,0.007680,157.157962,0.750000
