  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     2.000 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  14.350   1.5173   0.04253   0.03976  -0.0280   0.0022   1.0000
  14.500   1.5136   0.04451   0.04183  -0.0273   0.0021   1.0000
  14.650   1.5064   0.04694   0.04438  -0.0268   0.0021   1.0000
  14.800   1.5001   0.04935   0.04689  -0.0265   0.0021   1.0000
  14.950   1.4926   0.05198   0.04962  -0.0263   0.0020   1.0000
  15.100   1.4829   0.05493   0.05269  -0.0264   0.0020   1.0000
  15.250   1.4723   0.05814   0.05600  -0.0268   0.0020   1.0000
  15.400   1.4613   0.06154   0.05950  -0.0275   0.0020   1.0000
  15.550   1.4494   0.06518   0.06325  -0.0284   0.0020   1.0000
  15.700   1.4377   0.06900   0.06717  -0.0297   0.0020   1.0000
  15.850   1.4232   0.07345   0.07172  -0.0315   0.0020   1.0000
  16.000   1.4106   0.07783   0.07620  -0.0336   0.0020   1.0000
  16.150   1.3964   0.08270   0.08115  -0.0361   0.0020   1.0000
  16.300   1.3817   0.08797   0.08651  -0.0390   0.0020   1.0000
  16.450   1.3670   0.09360   0.09222  -0.0425   0.0020   1.0000
  16.600   1.3505   0.09998   0.09869  -0.0466   0.0020   1.0000
  16.750   1.3338   0.10687   0.10566  -0.0512   0.0021   1.0000
  16.900   1.3134   0.11511   0.11399  -0.0568   0.0021   1.0000
