  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 65-410                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     7.000 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   7.900   1.2279   0.01024   0.00530  -0.0817   0.0051   0.7745
   8.050   1.2436   0.01040   0.00549  -0.0814   0.0050   0.7787
   8.350   1.2751   0.01071   0.00583  -0.0808   0.0050   0.7872
   8.500   1.2907   0.01087   0.00601  -0.0805   0.0050   0.7922
   8.800   1.3218   0.01120   0.00639  -0.0798   0.0049   0.8024
   8.950   1.3372   0.01138   0.00658  -0.0795   0.0048   0.8079
   9.100   1.3526   0.01156   0.00678  -0.0791   0.0047   0.8125
   9.250   1.3679   0.01174   0.00698  -0.0787   0.0045   0.8179
   9.400   1.3830   0.01192   0.00719  -0.0783   0.0043   0.8231
   9.550   1.3978   0.01214   0.00741  -0.0778   0.0038   0.8281
   9.700   1.4124   0.01237   0.00766  -0.0773   0.0035   0.8340
   9.850   1.4268   0.01261   0.00791  -0.0768   0.0031   0.8389
  10.000   1.4413   0.01284   0.00818  -0.0762   0.0029   0.8447
  10.150   1.4555   0.01309   0.00845  -0.0756   0.0028   0.8505
  10.300   1.4695   0.01335   0.00874  -0.0750   0.0026   0.8558
  10.450   1.4832   0.01363   0.00905  -0.0743   0.0024   0.8622
  10.600   1.4966   0.01393   0.00938  -0.0736   0.0022   0.8680
  10.750   1.5098   0.01424   0.00973  -0.0729   0.0020   0.8752
  10.900   1.5230   0.01453   0.01007  -0.0721   0.0019   0.8836
  11.050   1.5359   0.01484   0.01042  -0.0713   0.0017   0.8943
  11.200   1.5487   0.01512   0.01076  -0.0704   0.0017   0.9055
  11.350   1.5611   0.01543   0.01112  -0.0695   0.0016   0.9160
  11.500   1.5731   0.01575   0.01150  -0.0685   0.0016   0.9259
  11.650   1.5846   0.01607   0.01187  -0.0675   0.0016   0.9369
  11.800   1.5951   0.01640   0.01226  -0.0662   0.0015   0.9499
  12.400   1.6285   0.01789   0.01397  -0.0597   0.0013   1.0000
  12.550   1.6358   0.01832   0.01443  -0.0580   0.0012   1.0000
  12.700   1.6417   0.01885   0.01500  -0.0562   0.0011   1.0000
  12.850   1.6483   0.01935   0.01555  -0.0545   0.0011   1.0000
  13.000   1.6549   0.01988   0.01612  -0.0528   0.0010   1.0000
  13.150   1.6605   0.02048   0.01678  -0.0511   0.0010   1.0000
  13.300   1.6673   0.02103   0.01738  -0.0495   0.0010   1.0000
  13.450   1.6718   0.02175   0.01815  -0.0478   0.0009   1.0000
  13.600   1.6773   0.02242   0.01887  -0.0462   0.0009   1.0000
  13.750   1.6819   0.02317   0.01969  -0.0446   0.0008   1.0000
  13.900   1.6867   0.02391   0.02049  -0.0430   0.0008   1.0000
  14.050   1.6897   0.02481   0.02146  -0.0414   0.0008   1.0000
  14.200   1.6939   0.02564   0.02235  -0.0399   0.0008   1.0000
  14.350   1.6976   0.02653   0.02330  -0.0385   0.0008   1.0000
  14.500   1.7005   0.02748   0.02431  -0.0370   0.0007   1.0000
  14.650   1.7030   0.02849   0.02539  -0.0356   0.0007   1.0000
  14.800   1.7048   0.02960   0.02657  -0.0343   0.0007   1.0000
  14.950   1.7063   0.03074   0.02777  -0.0330   0.0007   1.0000
  15.100   1.7063   0.03205   0.02915  -0.0317   0.0007   1.0000
  15.250   1.7064   0.03337   0.03055  -0.0305   0.0007   1.0000
  15.400   1.7055   0.03482   0.03207  -0.0293   0.0007   1.0000
  15.550   1.7042   0.03633   0.03365  -0.0283   0.0007   1.0000
  15.700   1.7020   0.03797   0.03537  -0.0273   0.0007   1.0000
  15.850   1.6979   0.03986   0.03735  -0.0264   0.0007   1.0000
  16.000   1.6954   0.04162   0.03917  -0.0257   0.0007   1.0000
  16.150   1.6909   0.04363   0.04126  -0.0251   0.0007   1.0000
  16.300   1.6844   0.04594   0.04365  -0.0247   0.0007   1.0000
  16.450   1.6786   0.04824   0.04603  -0.0244   0.0007   1.0000
  16.600   1.6719   0.05072   0.04859  -0.0243   0.0007   1.0000
  16.750   1.6638   0.05346   0.05141  -0.0244   0.0007   1.0000
  16.900   1.6539   0.05654   0.05457  -0.0247   0.0007   1.0000
  17.050   1.6439   0.05977   0.05789  -0.0253   0.0007   1.0000
  17.200   1.6341   0.06309   0.06128  -0.0262   0.0007   1.0000
  17.350   1.6246   0.06650   0.06477  -0.0272   0.0007   1.0000
  17.500   1.6132   0.07033   0.06867  -0.0286   0.0007   1.0000
  17.650   1.5992   0.07475   0.07317  -0.0304   0.0007   1.0000
  17.800   1.5884   0.07884   0.07733  -0.0323   0.0007   1.0000
  17.950   1.5744   0.08362   0.08218  -0.0348   0.0007   1.0000
  18.100   1.5595   0.08879   0.08743  -0.0376   0.0007   1.0000
  18.250   1.5454   0.09407   0.09277  -0.0407   0.0007   1.0000
  18.400   1.5297   0.09987   0.09864  -0.0443   0.0007   1.0000
  18.550   1.5118   0.10639   0.10523  -0.0485   0.0007   1.0000
  18.700   1.4950   0.11291   0.11181  -0.0529   0.0007   1.0000
  18.850   1.4744   0.12051   0.11948  -0.0581   0.0007   1.0000
  19.000   1.4525   0.12867   0.12771  -0.0636   0.0007   1.0000
  19.150   1.4206   0.13941   0.13852  -0.0710   0.0007   1.0000
  19.750   1.1040   0.24815   0.24759  -0.1399   0.0010   1.0000
  19.900   1.1074   0.25081   0.25024  -0.1416   0.0009   1.0000
  20.050   1.1107   0.25345   0.25289  -0.1433   0.0009   1.0000
  20.200   1.1142   0.25604   0.25548  -0.1450   0.0009   1.0000
  20.350   1.1176   0.25868   0.25812  -0.1468   0.0008   1.0000
  20.500   1.1206   0.26157   0.26101  -0.1486   0.0008   1.0000
  20.650   1.1177   0.26848   0.26794  -0.1520   0.0007   1.0000
  20.800   1.1215   0.27100   0.27046  -0.1536   0.0007   1.0000
  20.950   1.1255   0.27341   0.27287  -0.1552   0.0007   1.0000
  21.100   1.1292   0.27607   0.27554  -0.1569   0.0007   1.0000
  21.250   1.1331   0.27860   0.27807  -0.1586   0.0007   1.0000
  21.400   1.1364   0.28154   0.28101  -0.1603   0.0007   1.0000
  21.550   1.1367   0.28743   0.28690  -0.1630   0.0006   1.0000
  21.700   1.1412   0.28954   0.28901  -0.1645   0.0005   1.0000
  21.850   1.1453   0.29206   0.29153  -0.1661   0.0005   1.0000
  22.000   1.1497   0.29414   0.29361  -0.1676   0.0005   1.0000
  22.150   1.1541   0.29630   0.29577  -0.1692   0.0004   1.0000
  22.300   1.1582   0.29870   0.29818  -0.1707   0.0004   1.0000
  22.450   1.1626   0.30086   0.30034  -0.1723   0.0004   1.0000
  22.600   1.1669   0.30296   0.30244  -0.1738   0.0004   1.0000
  22.750   1.1714   0.30494   0.30441  -0.1753   0.0003   1.0000
  22.900   1.1757   0.30717   0.30664  -0.1768   0.0003   1.0000
  23.050   1.1799   0.30939   0.30886  -0.1784   0.0003   1.0000
